["deep learning", 1947.753816140493]
["lowlevel features", 38.24838014475892]
["computational efficiency", 38.13664596417535]
["jost tobias springenberg", 38.13664596417535]
["parameter selection rate", 38.13664596417535]
["recognition accuracy", 38.12750166341443]
["deep feedforward neural networks", 38.123094930796995]
["markov models", 38.04674880234612]
["text classification", 38.03233681423318]
["error rates", 37.96667515264087]
["hugo larochelle", 37.91270281543094]
["metric learning", 37.91270281543094]
["negative images", 37.91270281543094]
["manifold learning", 37.776177920749554]
["practical bayesian optimization", 37.77385924933661]
["latent representation", 37.75207822777045]
["weak supervision signal", 37.625930591149796]
["high accuracy", 37.6192572427692]
["convex combination", 37.57483285265014]
["dynamic parameters", 37.57483285265014]
["model distribution", 37.57483285265014]
["oriented gradients", 37.57483285265014]
["querydocument pair", 37.57483285265014]
["acm sigir conference", 37.446653419424884]
["pex  pgz", 37.42994775023704]
["deep recurrent neural networks", 37.41317119828371]
["scalable unsupervised learning", 37.41317119828371]
["p haffner", 37.352817814715735]
["early layers", 37.273599746820004]
["random walk", 37.16737672837475]
["emergent architectures", 37.09250944029979]
["evolutionary algorithm", 37.09250944029979]
["regularization methods", 37.09250944029979]
["25th international conference", 37.04025412985121]
["adhoc retrieval", 37.01001941506354]
["siamese network", 37.01001941506354]
["step size", 36.96507230106817]
["document pairs", 36.94680261461362]
["feature extractors", 36.8522399131761]
["d anguelov", 36.841361487904734]
["general framework", 36.83177347273081]
["listwise approach", 36.83177347273081]
["negative transfer", 36.83177347273081]
["unlabelled images", 36.83177347273081]
["real data", 36.80351167038168]
["probabilistic interpretation", 36.65424961192724]
["multiclass classification", 36.61471250787578]
["longterm dependencies", 36.53426925268108]
["secondorder proximity", 36.53426925268108]
["text corpora", 36.5281277518836]
["mixture models", 36.418991148690566]
["label propagation", 36.3166437738115]
["gaussian processes", 36.12964697370206]
["image colorization", 36.12964697370206]
["image descriptions", 36.12964697370206]
["relevance score", 36.10733601469614]
["generalization ability", 36.06216195584702]
["competitive performance", 36.05818348318522]
["dataset features", 36.04365338911715]
["hidden variables", 36.04365338911715]
["machine analyses", 36.04365338911715]
["b hariharan", 35.96842909197556]
["alternative approach", 35.94878728264789]
["empirical evaluation", 35.94878728264789]
["feedforward networks", 35.94878728264789]
["firstorder proximity", 35.94878728264789]
["information networks", 35.94878728264789]
["icml workshop", 35.909291004461515]
["m m bronstein", 35.909291004461515]
["probability p", 35.909291004461515]
["computational neuroscience", 35.839061918236304]
["y chen", 35.8351893845611]
["y yang", 35.8351893845611]
["approximate posterior", 35.70394495148378]
["generative moment matching networks", 35.553480614894134]
["hierarchical latent variable models", 35.553480614894134]
["naive bayes", 35.43556347579815]
["encoding strategy", 35.4151668007027]
["conditional random fields", 35.407634073550206]
["h lee", 35.407634073550206]
["local denoising criterion", 35.407634073550206]
["multitask networks", 35.40705403422802]
["input units", 35.36895527377597]
["feature analysis", 35.350506208557206]
["jian sun", 35.350506208557206]
["raw data", 35.350506208557206]
["divergence measures", 35.33326774999728]
["dynamic programming", 35.33326774999728]
["global optimization", 35.33326774999728]
["qualitative results", 35.33326774999728]
["single hidden layer", 35.33326774999728]
["learning tasks", 35.25026575986095]
["complex systems", 35.20465261432873]
["cosine distance", 35.20465261432873]
["deep structures", 35.20465261432873]
["deeper networks", 35.20465261432873]
["diagonal matrix", 35.20465261432873]
["false positives", 35.20465261432873]
["ranking problem", 35.20465261432873]
["semantic space", 35.18743106153678]
["d ramanan", 35.15559323737951]
["neural network architectures", 35.099220840512146]
["ir model", 35.090576015847226]
["multimodal deep learning", 34.9585921338274]
["popularitybased features", 34.9585921338274]
["training strategy", 34.942964576693335]
["contextdependent pretrained deep neural networks", 34.84080909817102]
["gpu days", 34.830645823137246]
["visual cortex", 34.810026994120854]
["average rank", 34.788693097032]
["fixed number", 34.788693097032]
["jason weston", 34.788693097032]
["linear units", 34.788693097032]
["shaoqing ren", 34.788693097032]
["single image", 34.788693097032]
["weight space", 34.788693097032]
["configuration space", 34.744379954163996]
["data augmentations", 34.68446109475397]
["distribution shift", 34.68446109475397]
["generative process", 34.68446109475397]
["indicator function", 34.68446109475397]
["spreadout property", 34.68446109475397]
["contrastive loss", 34.657359027997266]
["cross validation", 34.657359027997266]
["information loss", 34.657359027997266]
["basic idea", 34.53877639491069]
["order rate", 34.53877639491069]
["yanyan lan", 34.53877639491069]
["target examples", 34.52764006405318]
["hidden state", 34.4780797658085]
["blankout corruption", 34.351788090275136]
["ieee signal processing magazine", 34.33987204485146]
["average number", 34.30774528499836]
["entire dataset", 34.30774528499836]
["jigsaw puzzles", 34.30774528499836]
["neural systems", 34.30774528499836]
["computational intelligence", 34.210013649225566]
["hidden markov model", 34.15549215833071]
["embedding space", 34.12143253388785]
["image generation", 34.10284128354931]
["binary classification", 34.09865130250233]
["r m", 34.056980948711406]
["j deng", 34.04342991533304]
["x chen", 34.04342991533304]
["x wang", 34.04342991533304]
["word embedding", 34.01451669281889]
["interpretable machine learning", 34.011973816621555]
["laurens van der maaten", 34.00146698694148]
["modern neural networks", 34.00146698694148]
["multilayer perceptrons", 34.00146698694148]
["performance comparison", 34.00146698694148]
["detailed analysis", 33.9985601286746]
["document analysis", 33.9985601286746]
["real applications", 33.9985601286746]
["significance test", 33.9985601286746]
["transition layers", 33.9985601286746]
["recognition challenge", 33.99716722124489]
["cnn features", 33.960390880436]
["lstm rnns", 33.83725849097778]
["deep da", 33.78807622450589]
["learning procedure", 33.72100384212192]
["statistical learning", 33.7019880774824]
["speech recognition tasks", 33.68737060168822]
["independent subspace analysis", 33.67295829986474]
["alex graves", 33.570533819177186]
["broad range", 33.570533819177186]
["final layer", 33.570533819177186]
["mehdi mirza", 33.570533819177186]
["r chellappa", 33.570533819177186]
["xueqi cheng", 33.570533819177186]
["conditional probability", 33.5497881104419]
["deep face recognition", 33.489746814957655]
["hyperparameter tuning", 33.489746814957655]
["layerwise pretraining", 33.489746814957655]
["neural ranking models", 33.489746814957655]
["training algorithm", 33.4457303413699]
["skipgram model", 33.42805950845994]
["companion objective", 33.37030843055299]
["dumitru erhan", 33.34434164699998]
["target labels", 33.34434164699998]
["acm transactions", 33.27106466687737]
["image processing", 33.27106466687737]
["information flow", 33.27106466687737]
["instance feature", 33.27106466687737]
["p qi2qd log cðqi", 33.27106466687737]
["validation error", 33.27106466687737]
["forward pass", 33.13208866384001]
["z akata", 33.08047253394032]
["inference mechanism", 32.97771656666413]
["data augmentation invariant", 32.95836866004329]
["entity space dimensionality", 32.95836866004329]
["g corrado", 32.95836866004329]
["statistical language models", 32.95836866004329]
["acquisition function", 32.9530550090939]
["american association", 32.9530550090939]
["superior performance", 32.9530550090939]
["zip code recognition", 32.9530550090939]
["random forest", 32.91685008742306]
["fast dropout", 32.658773111499436]
["deep learning architecture", 32.58096538021482]
["graph convolutional models", 32.58096538021482]
["deep sparse rectifier neural networks", 32.49826121379802]
["cancer research", 32.49660241322652]
["common practice", 32.49660241322652]
["detection tasks", 32.49660241322652]
["discriminator d", 32.49660241322652]
["empirical study", 32.49660241322652]
["free parameters", 32.49660241322652]
["original result", 32.49660241322652]
["sequential data", 32.49660241322652]
["skip connection", 32.49660241322652]
["unlabeled video", 32.49660241322652]
["independent components", 32.45594576026232]
["candidate documents", 32.38882877083084]
["experimental design", 32.38882877083084]
["hierarchical models", 32.38882877083084]
["kilian q weinberger", 32.38882877083084]
["selftaught learning", 32.38882877083084]
["stanford university", 32.38882877083084]
["belief nets", 32.371586182778]
["exponential loss", 32.346868426130776]
["devise model", 32.30378644724401]
["smart cities", 32.30378644724401]
["sumit chopra", 32.30378644724401]
["target model", 32.30378644724401]
["jun xu", 32.25167044610499]
["early work", 32.23619130191664]
["j bergstra", 32.23619130191664]
["l1 penalty", 32.23619130191664]
["test image", 32.23619130191664]
["negative examples", 32.109751232637116]
["deep model", 32.00593279261724]
["smart city", 32.00593279261724]
["data representations", 31.9544775845759]
["compatibility function", 31.940772018035936]
["object localization", 31.89808894096977]
["feature location", 31.884770305757485]
["high performance", 31.884770305757485]
["model adaptation", 31.884770305757485]
["clustering results", 31.79408933685781]
["direct connections", 31.79408933685781]
["empirical evidence", 31.79408933685781]
["impressive results", 31.79408933685781]
["inference networks", 31.79408933685781]
["interaction matrix", 31.79408933685781]
["jensenshannon divergence", 31.780538303479457]
["semisupervised embedding", 31.780538303479457]
["cross entropy", 31.765911273177494]
["learning rule", 31.741248298586516]
["international acm sigir conference", 31.737244721545455]
["weight matrices", 31.684187352895854]
["acm conference", 31.6686879553831]
["entire network", 31.6686879553831]
["image instance", 31.6686879553831]
["karen simonyan", 31.6686879553831]
["learning model", 31.6686879553831]
["med image anal", 31.6686879553831]
["model replicas", 31.6686879553831]
["reduction cell", 31.6686879553831]
["training phase", 31.6686879553831]
["ucf101 dataset", 31.6686879553831]
["uniform distribution", 31.455188872316903]
["unit activations", 31.422672185384183]
["deconvolutional network", 31.354942159291497]
["discriminative features", 31.354942159291497]
["mutual information loss", 31.354942159291497]
["cost functions", 31.338805789181194]
