["deep learning", 2494.1352311450464]
["underlying factors", 52.99014889476301]
["m rohrbach", 52.95945713886306]
["weight matrices", 52.95742615488767]
["structural correspondence learning", 52.895407869242426]
["empirical results", 52.88664908904937]
["annual meeting", 52.78114659230517]
["recent studies", 52.78114659230517]
["world wide web", 52.78114659230517]
["adaptive fastfood transform", 52.733389856069266]
["d ramanan", 52.733389856069266]
["top layer", 52.733389856069266]
["transfer learning challenge", 52.733389856069266]
["audio processing", 52.67918572255584]
["data engineering", 52.67918572255584]
["linguistic shift", 52.67918572255584]
["semantic hashing", 52.67918572255584]
["neural variational inference", 52.64883126076822]
["linear models", 52.581461827961505]
["fast feature embedding", 52.54772170709137]
["query q", 52.539574024493454]
["cognitive science", 52.41444686504]
["competitive performance", 52.2582369321525]
["weight vectors", 52.25333512638212]
["fixed number", 52.18303964554801]
["jianfeng gao", 52.18303964554801]
["small amount", 52.18303964554801]
["target model", 52.18303964554801]
["inference time", 52.12138225990135]
["automatic colorization", 52.03254796486498]
["efficient learning", 52.02669164213096]
["relevant documents", 52.02669164213096]
["large margin", 51.906938906682676]
["mixture models", 51.79150009369945]
["spike trains", 51.76888853725001]
["convolutional filters", 51.75688144129819]
["labeled training data", 51.75688144129819]
["fitness evaluation", 51.70553922458694]
["web pages", 51.63477756740116]
["practical bayesian optimization", 51.50980806727719]
["accurate object detection", 51.50201319789121]
["differenceinducing inputs", 51.50201319789121]
["main difference", 51.45295382094199]
["training corpus", 51.45295382094199]
["markov models", 51.29898714923073]
["test examples", 51.29898714923073]
["log", 51.239963776161055]
["visual representation learning", 51.01796072493233]
["memory access patterns", 51.00220048041221]
["decision boundary", 50.99784019301189]
["face verification", 50.99784019301189]
["feature embedding", 50.99784019301189]
["human performance", 50.99784019301189]
["scene recognition", 50.99784019301189]
["pixel values", 50.940586320654006]
["random forest", 50.93256581245052]
["chemical information", 50.927448650417844]
["differential privacy", 50.927448650417844]
["empirical evaluation", 50.927448650417844]
["term embeddings", 50.91134378072155]
["objectness measure", 50.8705429389725]
["internal representations", 50.84886128556713]
["multimodal deep learning", 50.84886128556713]
["rich feature hierarchies", 50.84886128556713]
["feature values", 50.66990072861296]
["noisy data", 50.65687204586901]
["z zhang", 50.593663875438146]
["linear combination", 50.58150576318288]
["image representation", 50.552982116223596]
["training instance", 50.43119752420065]
["alex graves", 50.355800728765786]
["testing set", 50.355800728765786]
["y chen", 50.16926513838554]
["y yang", 50.16926513838554]
["k q weinberger", 50.14208926268991]
["karen simonyan", 50.14208926268991]
["step size", 50.05850776192082]
["erroneous behaviors", 50.055462645829486]
["label space", 49.95615151663272]
["antonio torralba", 49.90659700031606]
["d yu", 49.90659700031606]
["deeptox pipeline", 49.90659700031606]
["j shlens", 49.906597000316054]
["face images", 49.876221674206114]
["model extraction attacks", 49.78951000878448]
["training error", 49.702246374420696]
["n de freitas", 49.698132995760005]
["ourswo parts", 49.698132995760005]
["logistic loss", 49.58902091092304]
["building block", 49.4823249302861]
["ieee international", 49.457472301778814]
["anomaly classification", 49.45667925373306]
["multilayer perceptrons", 49.45667925373306]
["practical applications", 49.45667925373306]
["incremental learning", 49.42958251364085]
["regression model", 49.15043643970521]
["domain discrepancy", 49.136319884234794]
["time steps", 49.12181531720631]
["acm sigkdd international conference", 49.06380324855391]
["multimodal neural language models", 48.951105860530724]
["negative images", 48.74490361983978]
["bhaskar mitra", 48.7340377917692]
["d wardefarley", 48.7340377917692]
["output vector", 48.7340377917692]
["compatibility function", 48.68391864039348]
["feature extractors", 48.65459125791877]
["z huang", 48.64775372638283]
["learning procedure", 48.55824553265557]
["ieee int symp biomedical imaging", 48.520302639196174]
["learning setting", 48.52030263919617]
["early work", 48.354286952874965]
["ieee tpami", 48.354286952874965]
["p haffner", 48.33894070139683]
["classincremental learning", 48.28313737302301]
["local denoising criterion", 48.28313737302301]
["probability p", 48.267683363139824]
["visible units", 48.221047920276895]
["hyperparameter tuning", 48.20493859728753]
["negative transfer", 48.16462684895568]
["negative loglikelihood", 48.13194677372235]
["ieee signal processing magazine", 48.07582086279205]
["final layer", 47.95790545596741]
["mehdi mirza", 47.95790545596741]
["alternative approach", 47.931716376863854]
["crossmodal retrieval", 47.931716376863854]
["highlevel attributes", 47.931716376863854]
["unsupervised fashion", 47.931716376863854]
["zeroshot recognition", 47.931716376863854]
["variational parameters", 47.9111580270539]
["original data", 47.879054672615354]
["kernel function", 47.84222021947238]
["markov chain", 47.77797785728746]
["ndcg", 47.7600766992272]
["gaussian noise", 47.72295337720925]
["model distribution", 47.69113400528671]
["translation models", 47.69113400528671]
["statistical significance", 47.67080745521918]
["aaai conference", 47.6616835393989]
["scalable unsupervised learning", 47.61676334327018]
["input units", 47.55825624383435]
["design choices", 47.50303193307465]
["visual content", 47.50303193307465]
["adversarial networks", 47.265998093851856]
["color images", 47.213226345972004]
["p qi2qd cðqi", 47.213226345972004]
["classification techniques", 47.210178764733605]
["neural network models", 47.19009778471305]
["25th international conference", 47.14214161981064]
["fewer parameters", 47.13400827807628]
["multiple sources", 47.13400827807628]
["discriminative loss", 47.111023666663044]
["selftaught learning", 47.111023666663044]
["temperature scaling", 47.111023666663044]
["selfsupervised learning", 47.032413238937245]
["zeroshot classification", 47.032413238937245]
["sparse vectors", 46.9752204671516]
["training points", 46.93953681910497]
["discriminative model", 46.93313895234586]
["training strategy", 46.90542091826403]
["image search", 46.799075237674]
["lowlevel features", 46.74802017692757]
["recognition model", 46.74802017692757]
["parameter values", 46.73792417489917]
["intermediate representations", 46.650863142452856]
["statistical learning", 46.64783111676928]
["semantic representations", 46.61145617843653]
["understanding convolutional networks", 46.58574619992943]
["x chen", 46.58574619992943]
["x wang", 46.58574619992943]
["contextdependent pretrained deep neural networks", 46.454412130894696]
["log likelihood", 46.44740900122855]
["largescale evolution", 46.433850240086855]
["deep boltzmann machine", 46.365636800374745]
["context prediction", 46.24594812633863]
["exponential number", 46.24594812633863]
["abhinav gupta", 46.16908843430766]
["icml workshop", 46.16908843430766]
["image regions", 46.16908843430766]
["language proc", 46.16908843430766]
["local optimum", 46.16908843430766]
["w bruce croft", 46.16908843430766]
["xiangyu zhang", 46.16908843430766]
["large set", 46.14171612406061]
["spectral domain", 46.03685341873757]
["forward pass", 45.97077302107801]
["performance gain", 45.94575596854495]
["latent variable", 45.90475340892771]
["nonlinear dimensionality reduction", 45.8426868200101]
["classification weight generator", 45.78649605980195]
["p dollar", 45.747713916956386]
["deep learning architecture", 45.61335153230075]
["robust pattern recognition", 45.61335153230075]
["source classification loss", 45.61335153230075]
["belief nets", 45.56001018316904]
["broad range", 45.56001018316904]
["dense block", 45.56001018316904]
["diag", 45.439648503374194]
["nlp tasks", 45.40930793161521]
["performance gains", 45.33141350489946]
["high accuracy", 45.31410531515382]
["multicolumn deep neural networks", 45.054566736396445]
["stochastic variational inference", 45.054566736396445]
["deeper architectures", 44.93598410330986]
["good representations", 44.93598410330986]
["reliability diagrams", 44.93598410330986]
["layer size", 44.900409313383896]
["tangent space", 44.886613755576896]
["average number", 44.86397460345939]
["controller rnn", 44.86397460345939]
["latent factors", 44.86397460345939]
["richard socher", 44.86397460345939]
["q v le", 44.79398673070138]
["alec radford", 44.72831969618401]
["jason weston", 44.72831969618401]
["single image", 44.72831969618401]
["single layer", 44.72831969618401]
["test dataset", 44.72831969618401]
["learning model", 44.64405315932479]
["lstm model", 44.51664513121822]
["machine learning algorithms", 44.49379769105845]
["jost tobias springenberg", 44.49275362487124]
["data samples", 44.41770636496051]
["grayscale images", 44.3614195558365]
["spectral hashing", 44.3614195558365]
["target domain data", 44.319033621074524]
["candidate sentences", 44.1665846874966]
["community structure", 44.1665846874966]
["dynamic programming", 44.1665846874966]
["good representation", 44.1665846874966]
["highorder proximity", 44.1665846874966]
["marcaurelio ranzato", 44.1665846874966]
["single hidden layer", 44.1665846874966]
["colour spaces", 44.11712894833843]
["conditional random field", 44.09549689607775]
["regression models", 44.07220757420781]
["hidden state", 44.01834636767315]
["classification accuracies", 43.991302939865406]
["ml models", 43.94449154672439]
["r p adams", 43.94449154672439]
["vertex vi", 43.94449154672439]
["uniform distribution", 43.93740667879187]
["sparse autoencoder", 43.933650720021696]
["distribution estimation", 43.896919023008095]
["hidden unit activations", 43.896919023008095]
["variational lower bound", 43.896919023008095]
["attributebased classification", 43.77484578982416]
["cross entropy", 43.76444841168747]
["j bergstra", 43.74911676688687]
["o chapelle", 43.74911676688687]
["detection results", 43.63148549846573]
["current state", 43.604139076846124]
["dumitru erhan", 43.604139076846124]
["m m bronstein", 43.604139076846124]
["ttl framework", 43.604139076846124]
["lower bound", 43.5046713779133]
["information networks", 43.438117966532865]
["convex combination", 43.35557636844247]
["convolutional cell", 43.35557636844247]
["indicator function", 43.35557636844247]
["noise distribution", 43.35557636844247]
["oriented gradients", 43.35557636844247]
["entire sentence", 43.32880321763536]
["false positives", 43.32880321763536]
